zone,date_time,count
Central Harlem North-Polo Grounds,2014-07-13 22:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-13 23:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-14 00:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-14 01:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-14 03:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-14 04:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-14 05:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-14 06:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-14 07:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-14 08:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-14 09:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-14 11:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-14 12:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-14 13:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-14 15:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-14 16:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-14 19:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-14 21:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-15 04:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-15 05:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-15 06:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-15 07:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-15 08:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-15 09:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-15 11:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-15 13:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-15 15:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-15 17:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-15 18:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-15 19:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-15 20:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-15 21:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-16 01:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-16 03:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-16 04:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-16 06:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-16 07:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-16 08:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-16 09:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-16 10:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-16 11:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-16 13:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-16 14:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-16 15:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-16 16:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-16 19:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-16 20:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-16 21:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-16 22:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-17 00:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-17 03:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-17 04:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-17 05:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-17 06:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-17 07:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-17 08:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-17 10:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-17 11:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-17 12:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-17 13:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-17 14:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-17 15:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-17 16:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-17 18:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-17 19:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-17 20:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-17 21:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-17 22:00:00+00,8
Central Harlem North-Polo Grounds,2014-07-17 23:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-18 03:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-18 05:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-18 06:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-18 07:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-18 08:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-18 12:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-18 13:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-18 14:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-18 15:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-18 16:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-18 17:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-18 18:00:00+00,9
Central Harlem North-Polo Grounds,2014-07-18 19:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-18 20:00:00+00,8
Central Harlem North-Polo Grounds,2014-07-18 21:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-18 22:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-18 23:00:00+00,8
Central Harlem North-Polo Grounds,2014-07-19 00:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-19 01:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-19 02:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-19 03:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-19 04:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-19 09:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-19 10:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-19 11:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-19 12:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-19 13:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-19 14:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-19 15:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-19 16:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-19 17:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-19 18:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-19 19:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-19 20:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-19 21:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-19 22:00:00+00,8
Central Harlem North-Polo Grounds,2014-07-19 23:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-20 00:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-20 01:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-20 02:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-20 04:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-20 05:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-20 07:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-20 08:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-20 09:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-20 10:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-20 11:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-20 12:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-20 13:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-20 15:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-20 16:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-20 17:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-20 18:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-20 19:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-20 20:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-20 21:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-20 22:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-21 04:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-21 05:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-21 06:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-21 07:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-21 08:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-21 09:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-21 10:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-21 11:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-21 12:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-21 13:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-21 14:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-21 15:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-21 16:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-21 17:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-21 19:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-21 20:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-21 21:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-21 22:00:00+00,11
Central Harlem North-Polo Grounds,2014-07-22 02:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-22 03:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-22 05:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-22 06:00:00+00,9
Central Harlem North-Polo Grounds,2014-07-22 07:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-22 08:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-22 09:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-22 10:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-22 12:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-22 13:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-22 16:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-22 17:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-22 19:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-22 21:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-23 03:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-23 05:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-23 06:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-23 07:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-23 08:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-23 10:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-23 11:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-23 12:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-23 13:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-23 14:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-23 15:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-23 16:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-23 17:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-23 18:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-23 19:00:00+00,8
Central Harlem North-Polo Grounds,2014-07-23 20:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-23 21:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-23 22:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-23 23:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-24 00:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-24 03:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-24 04:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-24 05:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-24 06:00:00+00,8
Central Harlem North-Polo Grounds,2014-07-24 07:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-24 08:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-24 09:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-24 10:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-24 12:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-24 13:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-24 14:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-24 15:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-24 16:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-24 17:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-24 18:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-24 19:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-24 20:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-24 21:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-24 22:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-24 23:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-25 02:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-25 03:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-25 05:00:00+00,8
Central Harlem North-Polo Grounds,2014-07-25 06:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-25 07:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-25 08:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-25 09:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-25 11:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-25 12:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-25 14:00:00+00,8
Central Harlem North-Polo Grounds,2014-07-25 15:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-25 16:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-25 17:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-25 18:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-25 19:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-25 20:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-25 21:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-25 22:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-25 23:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-26 00:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-26 02:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-26 06:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-26 07:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-26 08:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-26 09:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-26 10:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-26 11:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-26 12:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-26 14:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-26 15:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-26 16:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-26 17:00:00+00,9
Central Harlem North-Polo Grounds,2014-07-26 18:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-26 19:00:00+00,9
Central Harlem North-Polo Grounds,2014-07-26 20:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-26 21:00:00+00,12
Central Harlem North-Polo Grounds,2014-07-26 22:00:00+00,13
Central Harlem North-Polo Grounds,2014-07-26 23:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-27 00:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-27 01:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-27 03:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-27 05:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-27 08:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-27 09:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-27 10:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-27 11:00:00+00,8
Central Harlem North-Polo Grounds,2014-07-27 12:00:00+00,9
Central Harlem North-Polo Grounds,2014-07-27 13:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-27 14:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-27 15:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-27 16:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-27 17:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-27 18:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-27 19:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-27 20:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-27 21:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-27 22:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-28 01:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-28 03:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-28 05:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-28 07:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-28 09:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-28 12:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-28 14:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-28 16:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-28 17:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-28 18:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-28 19:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-28 20:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-28 21:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-28 22:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-28 23:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-29 00:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-29 03:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-29 05:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-29 06:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-29 07:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-29 08:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-29 09:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-29 10:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-29 12:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-29 13:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-29 14:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-29 15:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-29 16:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-29 17:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-29 18:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-29 19:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-29 20:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-29 21:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-29 22:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-29 23:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-30 00:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-30 03:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-30 04:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-30 05:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-30 06:00:00+00,7
Central Harlem North-Polo Grounds,2014-07-30 07:00:00+00,8
Central Harlem North-Polo Grounds,2014-07-30 09:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-30 10:00:00+00,2
Central Harlem North-Polo Grounds,2014-07-30 11:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-30 12:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-30 14:00:00+00,5
Central Harlem North-Polo Grounds,2014-07-30 16:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-30 17:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-30 18:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-30 19:00:00+00,6
Central Harlem North-Polo Grounds,2014-07-30 20:00:00+00,9
Central Harlem North-Polo Grounds,2014-07-30 21:00:00+00,3
Central Harlem North-Polo Grounds,2014-07-30 22:00:00+00,4
Central Harlem North-Polo Grounds,2014-07-30 23:00:00+00,5
Central Harlem South,2014-06-01 00:00:00+00,5
Central Harlem South,2014-06-01 01:00:00+00,3
Central Harlem South,2014-06-01 03:00:00+00,2
Central Harlem South,2014-06-01 04:00:00+00,2
Central Harlem South,2014-06-01 07:00:00+00,2
Central Harlem South,2014-06-01 10:00:00+00,3
Central Harlem South,2014-06-01 11:00:00+00,7
Central Harlem South,2014-06-01 13:00:00+00,6
Central Harlem South,2014-06-01 14:00:00+00,4
Central Harlem South,2014-06-01 16:00:00+00,4
Central Harlem South,2014-06-01 17:00:00+00,4
Central Harlem South,2014-06-01 18:00:00+00,2
Central Harlem South,2014-06-01 19:00:00+00,3
Central Harlem South,2014-06-01 21:00:00+00,9
Central Harlem South,2014-06-01 22:00:00+00,2
Central Harlem South,2014-06-01 23:00:00+00,2
Central Harlem South,2014-06-02 04:00:00+00,4
Central Harlem South,2014-06-02 05:00:00+00,5
Central Harlem South,2014-06-02 06:00:00+00,3
Central Harlem South,2014-06-02 07:00:00+00,3
Central Harlem South,2014-06-02 08:00:00+00,3
Central Harlem South,2014-06-02 11:00:00+00,2
Central Harlem South,2014-06-02 12:00:00+00,3
Central Harlem South,2014-06-02 15:00:00+00,2
Central Harlem South,2014-06-02 17:00:00+00,4
Central Harlem South,2014-06-02 18:00:00+00,2
Central Harlem South,2014-06-02 19:00:00+00,2
Central Harlem South,2014-06-02 20:00:00+00,2
Central Harlem South,2014-06-02 21:00:00+00,5
Central Harlem South,2014-06-03 00:00:00+00,3
Central Harlem South,2014-06-03 08:00:00+00,3
Central Harlem South,2014-06-03 12:00:00+00,4
Central Harlem South,2014-06-03 13:00:00+00,2
Central Harlem South,2014-06-03 15:00:00+00,2
Central Harlem South,2014-06-03 16:00:00+00,2
Central Harlem South,2014-06-03 17:00:00+00,2
Central Harlem South,2014-06-03 18:00:00+00,3
Central Harlem South,2014-06-03 19:00:00+00,6
Central Harlem South,2014-06-03 20:00:00+00,8
Central Harlem South,2014-06-03 21:00:00+00,19
Central Harlem South,2014-06-03 22:00:00+00,17
Central Harlem South,2014-06-03 23:00:00+00,4
Central Harlem South,2014-06-04 00:00:00+00,2
Central Harlem South,2014-06-04 06:00:00+00,5
Central Harlem South,2014-06-04 07:00:00+00,3
Central Harlem South,2014-06-04 08:00:00+00,3
Central Harlem South,2014-06-04 09:00:00+00,2
Central Harlem South,2014-06-04 10:00:00+00,2
Central Harlem South,2014-06-04 11:00:00+00,3
Central Harlem South,2014-06-04 12:00:00+00,3
Central Harlem South,2014-06-04 15:00:00+00,3
Central Harlem South,2014-06-04 16:00:00+00,2
Central Harlem South,2014-06-04 17:00:00+00,2
Central Harlem South,2014-06-04 19:00:00+00,2
Central Harlem South,2014-06-04 20:00:00+00,2
Central Harlem South,2014-06-04 21:00:00+00,2
Central Harlem South,2014-06-04 23:00:00+00,2
Central Harlem South,2014-06-05 02:00:00+00,2
Central Harlem South,2014-06-05 04:00:00+00,4
Central Harlem South,2014-06-05 05:00:00+00,4
Central Harlem South,2014-06-05 06:00:00+00,3
Central Harlem South,2014-06-05 07:00:00+00,4
Central Harlem South,2014-06-05 08:00:00+00,2
Central Harlem South,2014-06-05 09:00:00+00,3
Central Harlem South,2014-06-05 10:00:00+00,4
Central Harlem South,2014-06-05 11:00:00+00,2
Central Harlem South,2014-06-05 12:00:00+00,2
Central Harlem South,2014-06-05 13:00:00+00,3
Central Harlem South,2014-06-05 15:00:00+00,2
Central Harlem South,2014-06-05 16:00:00+00,3
Central Harlem South,2014-06-05 17:00:00+00,3
Central Harlem South,2014-06-05 18:00:00+00,5
Central Harlem South,2014-06-05 19:00:00+00,5
Central Harlem South,2014-06-05 20:00:00+00,6
Central Harlem South,2014-06-05 21:00:00+00,5
Central Harlem South,2014-06-05 22:00:00+00,3
Central Harlem South,2014-06-05 23:00:00+00,2
Central Harlem South,2014-06-06 00:00:00+00,2
Central Harlem South,2014-06-06 06:00:00+00,2
Central Harlem South,2014-06-06 07:00:00+00,2
Central Harlem South,2014-06-06 08:00:00+00,2
Central Harlem South,2014-06-06 09:00:00+00,3
Central Harlem South,2014-06-06 11:00:00+00,4
Central Harlem South,2014-06-06 12:00:00+00,2
Central Harlem South,2014-06-06 13:00:00+00,2
Central Harlem South,2014-06-06 14:00:00+00,4
Central Harlem South,2014-06-06 15:00:00+00,2
Central Harlem South,2014-06-06 16:00:00+00,2
Central Harlem South,2014-06-06 17:00:00+00,7
Central Harlem South,2014-06-06 18:00:00+00,7
Central Harlem South,2014-06-06 19:00:00+00,5
Central Harlem South,2014-06-06 20:00:00+00,4
Central Harlem South,2014-06-06 21:00:00+00,7
Central Harlem South,2014-06-06 22:00:00+00,3
Central Harlem South,2014-06-06 23:00:00+00,4
Central Harlem South,2014-06-07 00:00:00+00,7
Central Harlem South,2014-06-07 01:00:00+00,3
Central Harlem South,2014-06-07 03:00:00+00,3
Central Harlem South,2014-06-07 05:00:00+00,3
Central Harlem South,2014-06-07 07:00:00+00,3
Central Harlem South,2014-06-07 10:00:00+00,3
Central Harlem South,2014-06-07 11:00:00+00,5
Central Harlem South,2014-06-07 12:00:00+00,4
Central Harlem South,2014-06-07 14:00:00+00,4
Central Harlem South,2014-06-07 15:00:00+00,8
Central Harlem South,2014-06-07 16:00:00+00,4
Central Harlem South,2014-06-07 17:00:00+00,3
Central Harlem South,2014-06-07 18:00:00+00,3
Central Harlem South,2014-06-07 20:00:00+00,5
Central Harlem South,2014-06-07 21:00:00+00,3
Central Harlem South,2014-06-07 22:00:00+00,6
Central Harlem South,2014-06-07 23:00:00+00,4
Central Harlem South,2014-06-08 00:00:00+00,3
Central Harlem South,2014-06-08 01:00:00+00,2
Central Harlem South,2014-06-08 02:00:00+00,4
Central Harlem South,2014-06-08 03:00:00+00,3
Central Harlem South,2014-06-08 07:00:00+00,2
Central Harlem South,2014-06-08 09:00:00+00,2
Central Harlem South,2014-06-08 10:00:00+00,3
Central Harlem South,2014-06-08 11:00:00+00,3
Central Harlem South,2014-06-08 12:00:00+00,2
Central Harlem South,2014-06-08 13:00:00+00,4
Central Harlem South,2014-06-08 14:00:00+00,6
Central Harlem South,2014-06-08 15:00:00+00,6
Central Harlem South,2014-06-08 16:00:00+00,3
Central Harlem South,2014-06-08 18:00:00+00,3
Central Harlem South,2014-06-08 23:00:00+00,5
Central Harlem South,2014-06-09 01:00:00+00,3
Central Harlem South,2014-06-09 04:00:00+00,5
Central Harlem South,2014-06-09 05:00:00+00,4
Central Harlem South,2014-06-09 07:00:00+00,2
Central Harlem South,2014-06-09 08:00:00+00,4
Central Harlem South,2014-06-09 09:00:00+00,5
Central Harlem South,2014-06-09 10:00:00+00,5
Central Harlem South,2014-06-09 11:00:00+00,2
Central Harlem South,2014-06-09 12:00:00+00,5
Central Harlem South,2014-06-09 14:00:00+00,3
Central Harlem South,2014-06-09 15:00:00+00,2
Central Harlem South,2014-06-09 16:00:00+00,7
Central Harlem South,2014-06-09 18:00:00+00,3
Central Harlem South,2014-06-09 19:00:00+00,2
Central Harlem South,2014-06-09 20:00:00+00,3
Central Harlem South,2014-06-09 21:00:00+00,4
Central Harlem South,2014-06-09 22:00:00+00,5
Central Harlem South,2014-06-09 23:00:00+00,2
Central Harlem South,2014-06-10 03:00:00+00,2
Central Harlem South,2014-06-10 05:00:00+00,2
Central Harlem South,2014-06-10 06:00:00+00,2
Central Harlem South,2014-06-10 07:00:00+00,2
Central Harlem South,2014-06-10 09:00:00+00,2
Central Harlem South,2014-06-10 10:00:00+00,2
