"","zone","forcasttime","forcastcount"
"3008","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 08:00:00,2
"3009","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 09:00:00,2
"3010","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 10:00:00,2
"3011","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 11:00:00,2
"3012","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 12:00:00,2
"3013","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 13:00:00,2
"3014","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 14:00:00,2
"3015","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 15:00:00,2
"3016","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 16:00:00,2
"3017","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 17:00:00,2
"3018","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 18:00:00,2
"3019","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 19:00:00,2
"3020","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 20:00:00,2
"3021","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 21:00:00,2
"3022","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 22:00:00,2
"3023","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 23:00:00,2
"3024","Schuylerville-Throgs Neck-Edgewater Park",2014-07-01 02:00:00,2
"3025","Seagate-Coney Island",2014-07-01 00:00:00,2
"3026","Seagate-Coney Island",2014-07-01 01:00:00,2
"3027","Seagate-Coney Island",2014-07-01 03:00:00,2
"3028","Seagate-Coney Island",2014-07-01 04:00:00,2
"3029","Seagate-Coney Island",2014-07-01 05:00:00,2
"3030","Seagate-Coney Island",2014-07-01 06:00:00,2
"3031","Seagate-Coney Island",2014-07-01 07:00:00,2
"3032","Seagate-Coney Island",2014-07-01 08:00:00,2
"3033","Seagate-Coney Island",2014-07-01 09:00:00,2
"3034","Seagate-Coney Island",2014-07-01 10:00:00,2
"3035","Seagate-Coney Island",2014-07-01 11:00:00,2
"3036","Seagate-Coney Island",2014-07-01 12:00:00,2
"3037","Seagate-Coney Island",2014-07-01 13:00:00,2
"3038","Seagate-Coney Island",2014-07-01 14:00:00,2
"3039","Seagate-Coney Island",2014-07-01 15:00:00,2
"3040","Seagate-Coney Island",2014-07-01 16:00:00,2
"3041","Seagate-Coney Island",2014-07-01 17:00:00,2
"3042","Seagate-Coney Island",2014-07-01 18:00:00,2
"3043","Seagate-Coney Island",2014-07-01 19:00:00,2
"3044","Seagate-Coney Island",2014-07-01 20:00:00,2
"3045","Seagate-Coney Island",2014-07-01 21:00:00,2
"3046","Seagate-Coney Island",2014-07-01 22:00:00,2
"3047","Seagate-Coney Island",2014-07-01 23:00:00,2
"3048","Seagate-Coney Island",2014-07-01 02:00:00,2
"3049","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 00:00:00,2
"3050","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 01:00:00,2
"3051","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 03:00:00,2
"3052","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 04:00:00,2
"3053","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 05:00:00,2
"3054","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 06:00:00,2
"3055","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 07:00:00,2
"3056","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 08:00:00,2
"3057","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 09:00:00,2
"3058","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 10:00:00,2
"3059","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 11:00:00,2
"3060","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 12:00:00,2
"3061","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 13:00:00,2
"3062","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 14:00:00,2
"3063","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 15:00:00,2
"3064","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 16:00:00,2
"3065","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 17:00:00,2
"3066","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 18:00:00,2
"3067","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 19:00:00,2
"3068","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 20:00:00,2
"3069","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 21:00:00,2
"3070","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 22:00:00,2
"3071","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 23:00:00,2
"3072","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",2014-07-01 02:00:00,2
"3073","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 00:00:00,26
"3074","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 01:00:00,13
"3075","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 03:00:00,11
"3076","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 04:00:00,18
"3077","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 05:00:00,31
"3078","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 06:00:00,27
"3079","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 07:00:00,75
"3080","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 08:00:00,89
"3081","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 09:00:00,75
"3082","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 10:00:00,98
"3083","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 11:00:00,89
"3084","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 12:00:00,83
"3085","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 13:00:00,90
"3086","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 14:00:00,98
"3087","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 15:00:00,170
"3088","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 16:00:00,110
"3089","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 17:00:00,111
"3090","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 18:00:00,197
"3091","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 19:00:00,145
"3092","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 20:00:00,117
"3093","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 21:00:00,107
"3094","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 22:00:00,93
"3095","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 23:00:00,51
"3096","SoHo-TriBeCa-Civic Center-Little Italy",2014-07-01 02:00:00,12
"3097","Soundview-Bruckner",2014-07-01 00:00:00,2
"3098","Soundview-Bruckner",2014-07-01 01:00:00,2
"3099","Soundview-Bruckner",2014-07-01 03:00:00,2
"3100","Soundview-Bruckner",2014-07-01 04:00:00,2
"3101","Soundview-Bruckner",2014-07-01 05:00:00,2
"3102","Soundview-Bruckner",2014-07-01 06:00:00,2
"3103","Soundview-Bruckner",2014-07-01 07:00:00,2
"3104","Soundview-Bruckner",2014-07-01 08:00:00,2
"3105","Soundview-Bruckner",2014-07-01 09:00:00,2
"3106","Soundview-Bruckner",2014-07-01 10:00:00,2
"3107","Soundview-Bruckner",2014-07-01 11:00:00,2
"3108","Soundview-Bruckner",2014-07-01 12:00:00,2
"3109","Soundview-Bruckner",2014-07-01 13:00:00,2
"3110","Soundview-Bruckner",2014-07-01 14:00:00,2
"3111","Soundview-Bruckner",2014-07-01 15:00:00,2
"3112","Soundview-Bruckner",2014-07-01 16:00:00,2
"3113","Soundview-Bruckner",2014-07-01 17:00:00,2
"3114","Soundview-Bruckner",2014-07-01 18:00:00,2
"3115","Soundview-Bruckner",2014-07-01 19:00:00,2
"3116","Soundview-Bruckner",2014-07-01 20:00:00,2
"3117","Soundview-Bruckner",2014-07-01 21:00:00,2
"3118","Soundview-Bruckner",2014-07-01 22:00:00,2
"3119","Soundview-Bruckner",2014-07-01 23:00:00,2
"3120","Soundview-Bruckner",2014-07-01 02:00:00,2
"3121","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 00:00:00,2
"3122","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 01:00:00,2
"3123","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 03:00:00,2
"3124","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 04:00:00,2
"3125","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 05:00:00,2
"3126","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 06:00:00,2
"3127","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 07:00:00,2
"3128","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 08:00:00,2
"3129","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 09:00:00,2
"3130","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 10:00:00,2
"3131","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 11:00:00,2
"3132","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 12:00:00,2
"3133","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 13:00:00,2
"3134","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 14:00:00,2
"3135","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 15:00:00,2
"3136","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 16:00:00,2
"3137","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 17:00:00,2
"3138","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 18:00:00,2
"3139","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 19:00:00,2
"3140","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 20:00:00,2
"3141","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 21:00:00,2
"3142","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 22:00:00,2
"3143","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 23:00:00,2
"3144","Soundview-Castle Hill-Clason Point-Harding Park",2014-07-01 02:00:00,2
"3145","South Jamaica",2014-07-01 00:00:00,2
"3146","South Jamaica",2014-07-01 01:00:00,2
"3147","South Jamaica",2014-07-01 03:00:00,2
"3148","South Jamaica",2014-07-01 04:00:00,2
"3149","South Jamaica",2014-07-01 05:00:00,2
"3150","South Jamaica",2014-07-01 06:00:00,2
"3151","South Jamaica",2014-07-01 07:00:00,2
"3152","South Jamaica",2014-07-01 08:00:00,2
"3153","South Jamaica",2014-07-01 09:00:00,2
"3154","South Jamaica",2014-07-01 10:00:00,2
"3155","South Jamaica",2014-07-01 11:00:00,2
"3156","South Jamaica",2014-07-01 12:00:00,2
"3157","South Jamaica",2014-07-01 13:00:00,2
"3158","South Jamaica",2014-07-01 14:00:00,2
"3159","South Jamaica",2014-07-01 15:00:00,2
"3160","South Jamaica",2014-07-01 16:00:00,2
"3161","South Jamaica",2014-07-01 17:00:00,2
"3162","South Jamaica",2014-07-01 18:00:00,2
"3163","South Jamaica",2014-07-01 19:00:00,2
"3164","South Jamaica",2014-07-01 20:00:00,2
"3165","South Jamaica",2014-07-01 21:00:00,2
"3166","South Jamaica",2014-07-01 22:00:00,2
"3167","South Jamaica",2014-07-01 23:00:00,2
"3168","South Jamaica",2014-07-01 02:00:00,2
"3169","South Ozone Park",2014-07-01 00:00:00,2
"3170","South Ozone Park",2014-07-01 01:00:00,2
"3171","South Ozone Park",2014-07-01 03:00:00,2
"3172","South Ozone Park",2014-07-01 04:00:00,2
"3173","South Ozone Park",2014-07-01 05:00:00,2
"3174","South Ozone Park",2014-07-01 06:00:00,2
"3175","South Ozone Park",2014-07-01 07:00:00,2
"3176","South Ozone Park",2014-07-01 08:00:00,2
"3177","South Ozone Park",2014-07-01 09:00:00,2
"3178","South Ozone Park",2014-07-01 10:00:00,2
"3179","South Ozone Park",2014-07-01 11:00:00,2
"3180","South Ozone Park",2014-07-01 12:00:00,2
"3181","South Ozone Park",2014-07-01 13:00:00,2
"3182","South Ozone Park",2014-07-01 14:00:00,2
"3183","South Ozone Park",2014-07-01 15:00:00,2
"3184","South Ozone Park",2014-07-01 16:00:00,2
"3185","South Ozone Park",2014-07-01 17:00:00,2
"3186","South Ozone Park",2014-07-01 18:00:00,2
"3187","South Ozone Park",2014-07-01 19:00:00,2
"3188","South Ozone Park",2014-07-01 20:00:00,2
"3189","South Ozone Park",2014-07-01 21:00:00,2
"3190","South Ozone Park",2014-07-01 22:00:00,2
"3191","South Ozone Park",2014-07-01 23:00:00,2
"3192","South Ozone Park",2014-07-01 02:00:00,2
"3193","Springfield Gardens South-Brookville",2014-07-01 00:00:00,2
"3194","Springfield Gardens South-Brookville",2014-07-01 01:00:00,2
"3195","Springfield Gardens South-Brookville",2014-07-01 03:00:00,2
"3196","Springfield Gardens South-Brookville",2014-07-01 04:00:00,2
"3197","Springfield Gardens South-Brookville",2014-07-01 05:00:00,2
"3198","Springfield Gardens South-Brookville",2014-07-01 06:00:00,2
"3199","Springfield Gardens South-Brookville",2014-07-01 07:00:00,2
"3200","Springfield Gardens South-Brookville",2014-07-01 08:00:00,2
"3201","Springfield Gardens South-Brookville",2014-07-01 09:00:00,2
"3202","Springfield Gardens South-Brookville",2014-07-01 10:00:00,2
"3203","Springfield Gardens South-Brookville",2014-07-01 11:00:00,2
"3204","Springfield Gardens South-Brookville",2014-07-01 12:00:00,2
"3205","Springfield Gardens South-Brookville",2014-07-01 13:00:00,2
"3206","Springfield Gardens South-Brookville",2014-07-01 14:00:00,2
"3207","Springfield Gardens South-Brookville",2014-07-01 15:00:00,2
"3208","Springfield Gardens South-Brookville",2014-07-01 16:00:00,2
"3209","Springfield Gardens South-Brookville",2014-07-01 17:00:00,2
"3210","Springfield Gardens South-Brookville",2014-07-01 18:00:00,2
"3211","Springfield Gardens South-Brookville",2014-07-01 19:00:00,2
"3212","Springfield Gardens South-Brookville",2014-07-01 20:00:00,2
"3213","Springfield Gardens South-Brookville",2014-07-01 21:00:00,2
"3214","Springfield Gardens South-Brookville",2014-07-01 22:00:00,2
"3215","Springfield Gardens South-Brookville",2014-07-01 23:00:00,2
"3216","Springfield Gardens South-Brookville",2014-07-01 02:00:00,2
"3217","Spuyten Duyvil-Kingsbridge",2014-07-01 00:00:00,2
"3218","Spuyten Duyvil-Kingsbridge",2014-07-01 01:00:00,2
"3219","Spuyten Duyvil-Kingsbridge",2014-07-01 03:00:00,2
"3220","Spuyten Duyvil-Kingsbridge",2014-07-01 04:00:00,2
"3221","Spuyten Duyvil-Kingsbridge",2014-07-01 05:00:00,2
"3222","Spuyten Duyvil-Kingsbridge",2014-07-01 06:00:00,2
"3223","Spuyten Duyvil-Kingsbridge",2014-07-01 07:00:00,2
"3224","Spuyten Duyvil-Kingsbridge",2014-07-01 08:00:00,2
"3225","Spuyten Duyvil-Kingsbridge",2014-07-01 09:00:00,2
"3226","Spuyten Duyvil-Kingsbridge",2014-07-01 10:00:00,2
"3227","Spuyten Duyvil-Kingsbridge",2014-07-01 11:00:00,2
"3228","Spuyten Duyvil-Kingsbridge",2014-07-01 12:00:00,2
"3229","Spuyten Duyvil-Kingsbridge",2014-07-01 13:00:00,2
"3230","Spuyten Duyvil-Kingsbridge",2014-07-01 14:00:00,2
"3231","Spuyten Duyvil-Kingsbridge",2014-07-01 15:00:00,2
"3232","Spuyten Duyvil-Kingsbridge",2014-07-01 16:00:00,2
"3233","Spuyten Duyvil-Kingsbridge",2014-07-01 17:00:00,2
"3234","Spuyten Duyvil-Kingsbridge",2014-07-01 18:00:00,2
"3235","Spuyten Duyvil-Kingsbridge",2014-07-01 19:00:00,2
"3236","Spuyten Duyvil-Kingsbridge",2014-07-01 20:00:00,2
"3237","Spuyten Duyvil-Kingsbridge",2014-07-01 21:00:00,2
"3238","Spuyten Duyvil-Kingsbridge",2014-07-01 22:00:00,2
"3239","Spuyten Duyvil-Kingsbridge",2014-07-01 23:00:00,2
"3240","Spuyten Duyvil-Kingsbridge",2014-07-01 02:00:00,2
"3241","St. Albans",2014-07-01 00:00:00,2
"3242","St. Albans",2014-07-01 01:00:00,2
"3243","St. Albans",2014-07-01 03:00:00,2
"3244","St. Albans",2014-07-01 04:00:00,2
"3245","St. Albans",2014-07-01 05:00:00,2
"3246","St. Albans",2014-07-01 06:00:00,2
"3247","St. Albans",2014-07-01 07:00:00,2
"3248","St. Albans",2014-07-01 08:00:00,2
"3249","St. Albans",2014-07-01 09:00:00,2
"3250","St. Albans",2014-07-01 10:00:00,2
"3251","St. Albans",2014-07-01 11:00:00,2
"3252","St. Albans",2014-07-01 12:00:00,2
"3253","St. Albans",2014-07-01 13:00:00,2
"3254","St. Albans",2014-07-01 14:00:00,2
"3255","St. Albans",2014-07-01 15:00:00,2
"3256","St. Albans",2014-07-01 16:00:00,2
"3257","St. Albans",2014-07-01 17:00:00,2
"3258","St. Albans",2014-07-01 18:00:00,2
"3259","St. Albans",2014-07-01 19:00:00,2
"3260","St. Albans",2014-07-01 20:00:00,2
"3261","St. Albans",2014-07-01 21:00:00,2
"3262","St. Albans",2014-07-01 22:00:00,2
"3263","St. Albans",2014-07-01 23:00:00,2
"3264","St. Albans",2014-07-01 02:00:00,2
"3265","Starrett City",2014-07-01 00:00:00,2
"3266","Starrett City",2014-07-01 01:00:00,2
"3267","Starrett City",2014-07-01 03:00:00,2
"3268","Starrett City",2014-07-01 04:00:00,2
"3269","Starrett City",2014-07-01 05:00:00,2
"3270","Starrett City",2014-07-01 06:00:00,2
"3271","Starrett City",2014-07-01 07:00:00,2
"3272","Starrett City",2014-07-01 08:00:00,2
"3273","Starrett City",2014-07-01 09:00:00,2
"3274","Starrett City",2014-07-01 10:00:00,2
"3275","Starrett City",2014-07-01 11:00:00,2
"3276","Starrett City",2014-07-01 12:00:00,2
"3277","Starrett City",2014-07-01 13:00:00,2
"3278","Starrett City",2014-07-01 14:00:00,2
"3279","Starrett City",2014-07-01 15:00:00,2
"3280","Starrett City",2014-07-01 16:00:00,2
"3281","Starrett City",2014-07-01 17:00:00,2
"3282","Starrett City",2014-07-01 18:00:00,2
"3283","Starrett City",2014-07-01 19:00:00,2
"3284","Starrett City",2014-07-01 20:00:00,2
"3285","Starrett City",2014-07-01 21:00:00,2
"3286","Starrett City",2014-07-01 22:00:00,2
"3287","Starrett City",2014-07-01 23:00:00,2
"3288","Starrett City",2014-07-01 02:00:00,2
"3289","Steinway",2014-07-01 00:00:00,3
"3290","Steinway",2014-07-01 01:00:00,3
"3291","Steinway",2014-07-01 03:00:00,3
"3292","Steinway",2014-07-01 04:00:00,3
"3293","Steinway",2014-07-01 05:00:00,3
"3294","Steinway",2014-07-01 06:00:00,3
"3295","Steinway",2014-07-01 07:00:00,3
"3296","Steinway",2014-07-01 08:00:00,3
"3297","Steinway",2014-07-01 09:00:00,3
"3298","Steinway",2014-07-01 10:00:00,3
"3299","Steinway",2014-07-01 11:00:00,3
"3300","Steinway",2014-07-01 12:00:00,3
"3301","Steinway",2014-07-01 13:00:00,3
"3302","Steinway",2014-07-01 14:00:00,3
"3303","Steinway",2014-07-01 15:00:00,3
"3304","Steinway",2014-07-01 16:00:00,3
"3305","Steinway",2014-07-01 17:00:00,3
"3306","Steinway",2014-07-01 18:00:00,3
"3307","Steinway",2014-07-01 19:00:00,3
"3308","Steinway",2014-07-01 20:00:00,3
"3309","Steinway",2014-07-01 21:00:00,3
"3310","Steinway",2014-07-01 22:00:00,3
"3311","Steinway",2014-07-01 23:00:00,3
"3312","Steinway",2014-07-01 02:00:00,3
"3313","Stuyvesant Heights",2014-07-01 00:00:00,3
"3314","Stuyvesant Heights",2014-07-01 01:00:00,3
"3315","Stuyvesant Heights",2014-07-01 03:00:00,3
"3316","Stuyvesant Heights",2014-07-01 04:00:00,3
"3317","Stuyvesant Heights",2014-07-01 05:00:00,3
"3318","Stuyvesant Heights",2014-07-01 06:00:00,3
"3319","Stuyvesant Heights",2014-07-01 07:00:00,3
"3320","Stuyvesant Heights",2014-07-01 08:00:00,3
"3321","Stuyvesant Heights",2014-07-01 09:00:00,3
"3322","Stuyvesant Heights",2014-07-01 10:00:00,3
"3323","Stuyvesant Heights",2014-07-01 11:00:00,3
"3324","Stuyvesant Heights",2014-07-01 12:00:00,3
"3325","Stuyvesant Heights",2014-07-01 13:00:00,3
"3326","Stuyvesant Heights",2014-07-01 14:00:00,3
"3327","Stuyvesant Heights",2014-07-01 15:00:00,3
"3328","Stuyvesant Heights",2014-07-01 16:00:00,3
"3329","Stuyvesant Heights",2014-07-01 17:00:00,3
"3330","Stuyvesant Heights",2014-07-01 18:00:00,3
"3331","Stuyvesant Heights",2014-07-01 19:00:00,3
"3332","Stuyvesant Heights",2014-07-01 20:00:00,3
"3333","Stuyvesant Heights",2014-07-01 21:00:00,3
"3334","Stuyvesant Heights",2014-07-01 22:00:00,3
"3335","Stuyvesant Heights",2014-07-01 23:00:00,3
"3336","Stuyvesant Heights",2014-07-01 02:00:00,3
"3337","Stuyvesant Town-Cooper Village",2014-07-01 00:00:00,5
"3338","Stuyvesant Town-Cooper Village",2014-07-01 01:00:00,5
"3339","Stuyvesant Town-Cooper Village",2014-07-01 03:00:00,5
"3340","Stuyvesant Town-Cooper Village",2014-07-01 04:00:00,5
"3341","Stuyvesant Town-Cooper Village",2014-07-01 05:00:00,5
"3342","Stuyvesant Town-Cooper Village",2014-07-01 06:00:00,5
"3343","Stuyvesant Town-Cooper Village",2014-07-01 07:00:00,7
"3344","Stuyvesant Town-Cooper Village",2014-07-01 08:00:00,12
"3345","Stuyvesant Town-Cooper Village",2014-07-01 09:00:00,16
"3346","Stuyvesant Town-Cooper Village",2014-07-01 10:00:00,4
"3347","Stuyvesant Town-Cooper Village",2014-07-01 11:00:00,3
"3348","Stuyvesant Town-Cooper Village",2014-07-01 12:00:00,1
"3349","Stuyvesant Town-Cooper Village",2014-07-01 13:00:00,3
"3350","Stuyvesant Town-Cooper Village",2014-07-01 14:00:00,4
"3351","Stuyvesant Town-Cooper Village",2014-07-01 15:00:00,3
"3352","Stuyvesant Town-Cooper Village",2014-07-01 16:00:00,4
"3353","Stuyvesant Town-Cooper Village",2014-07-01 17:00:00,4
"3354","Stuyvesant Town-Cooper Village",2014-07-01 18:00:00,5
"3355","Stuyvesant Town-Cooper Village",2014-07-01 19:00:00,7
"3356","Stuyvesant Town-Cooper Village",2014-07-01 20:00:00,4
"3357","Stuyvesant Town-Cooper Village",2014-07-01 21:00:00,4
"3358","Stuyvesant Town-Cooper Village",2014-07-01 22:00:00,5
"3359","Stuyvesant Town-Cooper Village",2014-07-01 23:00:00,4
"3360","Stuyvesant Town-Cooper Village",2014-07-01 02:00:00,5
"3361","Sunset Park East",2014-07-01 00:00:00,2
"3362","Sunset Park East",2014-07-01 01:00:00,2
"3363","Sunset Park East",2014-07-01 03:00:00,2
"3364","Sunset Park East",2014-07-01 04:00:00,2
"3365","Sunset Park East",2014-07-01 05:00:00,2
"3366","Sunset Park East",2014-07-01 06:00:00,2
"3367","Sunset Park East",2014-07-01 07:00:00,2
"3368","Sunset Park East",2014-07-01 08:00:00,2
"3369","Sunset Park East",2014-07-01 09:00:00,2
"3370","Sunset Park East",2014-07-01 10:00:00,2
"3371","Sunset Park East",2014-07-01 11:00:00,2
"3372","Sunset Park East",2014-07-01 12:00:00,2
"3373","Sunset Park East",2014-07-01 13:00:00,2
"3374","Sunset Park East",2014-07-01 14:00:00,2
"3375","Sunset Park East",2014-07-01 15:00:00,2
"3376","Sunset Park East",2014-07-01 16:00:00,2
"3377","Sunset Park East",2014-07-01 17:00:00,2
"3378","Sunset Park East",2014-07-01 18:00:00,2
"3379","Sunset Park East",2014-07-01 19:00:00,2
"3380","Sunset Park East",2014-07-01 20:00:00,2
"3381","Sunset Park East",2014-07-01 21:00:00,2
"3382","Sunset Park East",2014-07-01 22:00:00,2
"3383","Sunset Park East",2014-07-01 23:00:00,2
"3384","Sunset Park East",2014-07-01 02:00:00,2
"3385","Sunset Park West",2014-07-01 00:00:00,3
"3386","Sunset Park West",2014-07-01 01:00:00,3
"3387","Sunset Park West",2014-07-01 03:00:00,3
"3388","Sunset Park West",2014-07-01 04:00:00,3
"3389","Sunset Park West",2014-07-01 05:00:00,3
"3390","Sunset Park West",2014-07-01 06:00:00,3
"3391","Sunset Park West",2014-07-01 07:00:00,3
"3392","Sunset Park West",2014-07-01 08:00:00,3
"3393","Sunset Park West",2014-07-01 09:00:00,3
"3394","Sunset Park West",2014-07-01 10:00:00,3
"3395","Sunset Park West",2014-07-01 11:00:00,3
"3396","Sunset Park West",2014-07-01 12:00:00,3
"3397","Sunset Park West",2014-07-01 13:00:00,3
"3398","Sunset Park West",2014-07-01 14:00:00,3
"3399","Sunset Park West",2014-07-01 15:00:00,3
"3400","Sunset Park West",2014-07-01 16:00:00,3
"3401","Sunset Park West",2014-07-01 17:00:00,3
"3402","Sunset Park West",2014-07-01 18:00:00,3
"3403","Sunset Park West",2014-07-01 19:00:00,3
"3404","Sunset Park West",2014-07-01 20:00:00,3
"3405","Sunset Park West",2014-07-01 21:00:00,3
"3406","Sunset Park West",2014-07-01 22:00:00,3
"3407","Sunset Park West",2014-07-01 23:00:00,3
"3408","Sunset Park West",2014-07-01 02:00:00,3
"3409","Turtle Bay-East Midtown",2014-07-01 00:00:00,20
"3410","Turtle Bay-East Midtown",2014-07-01 01:00:00,9
"3411","Turtle Bay-East Midtown",2014-07-01 03:00:00,6
"3412","Turtle Bay-East Midtown",2014-07-01 04:00:00,8
"3413","Turtle Bay-East Midtown",2014-07-01 05:00:00,9
"3414","Turtle Bay-East Midtown",2014-07-01 06:00:00,19
"3415","Turtle Bay-East Midtown",2014-07-01 07:00:00,28
"3416","Turtle Bay-East Midtown",2014-07-01 08:00:00,55
"3417","Turtle Bay-East Midtown",2014-07-01 09:00:00,41
"3418","Turtle Bay-East Midtown",2014-07-01 10:00:00,36
"3419","Turtle Bay-East Midtown",2014-07-01 11:00:00,32
"3420","Turtle Bay-East Midtown",2014-07-01 12:00:00,52
"3421","Turtle Bay-East Midtown",2014-07-01 13:00:00,54
"3422","Turtle Bay-East Midtown",2014-07-01 14:00:00,54
"3423","Turtle Bay-East Midtown",2014-07-01 15:00:00,95
"3424","Turtle Bay-East Midtown",2014-07-01 16:00:00,100
"3425","Turtle Bay-East Midtown",2014-07-01 17:00:00,92
"3426","Turtle Bay-East Midtown",2014-07-01 18:00:00,167
"3427","Turtle Bay-East Midtown",2014-07-01 19:00:00,93
"3428","Turtle Bay-East Midtown",2014-07-01 20:00:00,79
"3429","Turtle Bay-East Midtown",2014-07-01 21:00:00,59
"3430","Turtle Bay-East Midtown",2014-07-01 22:00:00,35
"3431","Turtle Bay-East Midtown",2014-07-01 23:00:00,23
"3432","Turtle Bay-East Midtown",2014-07-01 02:00:00,11
"3433","University Heights-Morris Heights",2014-07-01 00:00:00,2
"3434","University Heights-Morris Heights",2014-07-01 01:00:00,2
"3435","University Heights-Morris Heights",2014-07-01 03:00:00,2
"3436","University Heights-Morris Heights",2014-07-01 04:00:00,2
"3437","University Heights-Morris Heights",2014-07-01 05:00:00,2
